"EMBALSE_NOMBRE";"FECHA";"AGUA_TOTAL";"AGUA_ACTUAL";"AÑO";"SEMANA";"Cambio_semanal";"Tasa_cambio";"Promedio_4_semanas";"AGUA_SIGUIENTE_SEMANA"
"Bao";2022-05-10 02:00:00;238.0;128.0;2022;19;-4.0;-3.0303030303030303;127.0;130.0
"Bao";2022-05-17 02:00:00;238.0;130.0;2022;20;2.0;1.5625;129.75;129.0
"Bao";2022-05-24 02:00:00;238.0;129.0;2022;21;-1.0;-0.7692307692307693;129.75;131.0
"Bao";2022-05-31 02:00:00;238.0;131.0;2022;22;2.0;1.550387596899225;129.5;130.0
"Bao";2022-06-07 02:00:00;238.0;130.0;2022;23;-1.0;-0.7633587786259541;130.0;130.0
"Bao";2022-06-14 02:00:00;238.0;130.0;2022;24;0.0;0.0;130.0;125.0
"Bao";2022-06-21 02:00:00;238.0;125.0;2022;25;-5.0;-3.8461538461538463;129.0;126.0
"Bao";2022-06-28 02:00:00;238.0;126.0;2022;26;1.0;0.8;127.75;126.0
"Bao";2022-07-05 02:00:00;238.0;126.0;2022;27;0.0;0.0;126.75;127.0
"Bao";2022-07-12 02:00:00;238.0;127.0;2022;28;1.0;0.7936507936507936;126.0;127.0
"Bao";2022-07-19 02:00:00;238.0;127.0;2022;29;0.0;0.0;126.5;133.0
"Bao";2022-07-26 02:00:00;238.0;133.0;2022;30;6.0;4.724409448818897;128.25;130.0
"Bao";2022-08-02 02:00:00;238.0;130.0;2022;31;-3.0;-2.2556390977443606;129.25;129.0
"Bao";2022-08-09 02:00:00;238.0;129.0;2022;32;-1.0;-0.7692307692307693;129.75;130.0
"Bao";2022-08-16 02:00:00;238.0;130.0;2022;33;1.0;0.7751937984496124;130.5;119.0
"Bao";2022-08-23 02:00:00;238.0;119.0;2022;34;-11.0;-8.461538461538462;127.0;131.0
"Bao";2022-08-30 02:00:00;238.0;131.0;2022;35;12.0;10.084033613445378;127.25;129.0
"Bao";2022-09-06 02:00:00;238.0;129.0;2022;36;-2.0;-1.5267175572519083;127.25;141.0
"Bao";2022-09-13 02:00:00;238.0;141.0;2022;37;12.0;9.30232558139535;130.0;126.0
"Bao";2022-09-20 02:00:00;238.0;126.0;2022;38;-15.0;-10.638297872340425;131.75;131.0
"Bao";2022-09-27 02:00:00;238.0;131.0;2022;39;5.0;3.968253968253968;131.75;136.0
"Bao";2022-10-04 02:00:00;238.0;136.0;2022;40;5.0;3.816793893129771;133.5;134.0
"Bao";2022-10-11 02:00:00;238.0;134.0;2022;41;-2.0;-1.4705882352941175;131.75;124.0
"Bao";2022-10-18 02:00:00;238.0;124.0;2022;42;-10.0;-7.462686567164178;131.25;136.0
"Bao";2022-10-25 02:00:00;238.0;136.0;2022;43;12.0;9.67741935483871;132.5;150.0
"Bao";2022-11-01 01:00:00;238.0;150.0;2022;44;14.0;10.294117647058822;136.0;156.0
"Bao";2022-11-08 01:00:00;238.0;156.0;2022;45;6.0;4.0;141.5;161.0
"Bao";2022-11-15 01:00:00;238.0;161.0;2022;46;5.0;3.205128205128205;150.75;155.0
"Bao";2022-11-22 01:00:00;238.0;155.0;2022;47;-6.0;-3.7267080745341614;155.5;175.0
"Bao";2022-11-29 01:00:00;238.0;175.0;2022;48;20.0;12.903225806451612;161.75;183.0
"Bao";2022-12-06 01:00:00;238.0;183.0;2022;49;8.0;4.571428571428571;168.5;179.0
"Bao";2022-12-13 01:00:00;238.0;179.0;2022;50;-4.0;-2.185792349726776;173.0;181.0
"Bao";2022-12-20 01:00:00;238.0;181.0;2022;51;2.0;1.1173184357541899;179.5;165.0
"Bao";2022-12-27 01:00:00;238.0;165.0;2022;52;-16.0;-8.83977900552486;177.0;181.0
"Bao";2023-01-03 01:00:00;238.0;181.0;2023;1;16.0;9.696969696969697;176.5;199.0
"Bao";2023-01-10 01:00:00;238.0;199.0;2023;2;18.0;9.94475138121547;181.5;180.0
"Bao";2023-01-17 01:00:00;238.0;180.0;2023;3;-19.0;-9.547738693467336;181.25;185.0
"Bao";2023-01-24 01:00:00;238.0;185.0;2023;4;5.0;2.7777777777777777;186.25;184.0
"Bao";2023-01-31 01:00:00;238.0;184.0;2023;5;-1.0;-0.5405405405405406;187.0;195.0
"Bao";2023-02-07 01:00:00;238.0;195.0;2023;6;11.0;5.978260869565218;186.0;206.0
"Bao";2023-02-14 01:00:00;238.0;206.0;2023;7;11.0;5.641025641025641;192.5;208.0
"Bao";2023-02-21 01:00:00;238.0;208.0;2023;8;2.0;0.9708737864077669;198.25;194.0
"Bao";2023-02-28 01:00:00;238.0;194.0;2023;9;-14.0;-6.730769230769231;200.75;193.0
"Bao";2023-03-07 01:00:00;238.0;193.0;2023;10;-1.0;-0.5154639175257731;200.25;179.0
"Bao";2023-03-14 01:00:00;238.0;179.0;2023;11;-14.0;-7.253886010362693;193.5;183.0
"Bao";2023-03-21 01:00:00;238.0;183.0;2023;12;4.0;2.2346368715083798;187.25;181.0
"Bao";2023-03-28 02:00:00;238.0;181.0;2023;13;-2.0;-1.092896174863388;184.0;173.0
"Bao";2023-04-04 02:00:00;238.0;173.0;2023;14;-8.0;-4.41988950276243;179.0;185.0
"Bao";2023-04-11 02:00:00;238.0;185.0;2023;15;12.0;6.9364161849710975;180.5;180.0
"Bao";2023-04-18 02:00:00;238.0;180.0;2023;16;-5.0;-2.7027027027027026;179.75;189.0
"Bao";2023-04-25 02:00:00;238.0;189.0;2023;17;9.0;5.0;181.75;194.0
"Bao";2023-05-02 02:00:00;238.0;194.0;2023;18;5.0;2.6455026455026456;187.0;188.0
"Bao";2023-05-09 02:00:00;238.0;188.0;2023;19;-6.0;-3.0927835051546393;187.75;179.0
"Bao";2023-05-16 02:00:00;238.0;179.0;2023;20;-9.0;-4.787234042553192;187.5;150.0
"Bao";2023-05-23 02:00:00;238.0;150.0;2023;21;-29.0;-16.201117318435752;177.75;141.0
"Bao";2023-05-30 02:00:00;238.0;141.0;2023;22;-9.0;-6.0;164.5;140.0
"Bao";2023-06-06 02:00:00;238.0;140.0;2023;23;-1.0;-0.7092198581560284;152.5;131.0
"Bao";2023-06-13 02:00:00;238.0;131.0;2023;24;-9.0;-6.428571428571428;140.5;140.0
"Bao";2023-06-20 02:00:00;238.0;140.0;2023;25;9.0;6.870229007633588;138.0;145.0
"Bao";2023-06-27 02:00:00;238.0;145.0;2023;26;5.0;3.571428571428571;139.0;149.0
"Bao";2023-07-04 02:00:00;238.0;149.0;2023;27;4.0;2.7586206896551726;141.25;153.0
"Bao";2023-07-11 02:00:00;238.0;153.0;2023;28;4.0;2.684563758389262;146.75;149.0
"Bao";2023-07-18 02:00:00;238.0;149.0;2023;29;-4.0;-2.6143790849673203;149.0;156.0
"Bao";2023-07-25 02:00:00;238.0;156.0;2023;30;7.0;4.697986577181208;151.75;158.0
"Bao";2023-08-01 02:00:00;238.0;158.0;2023;31;2.0;1.282051282051282;154.0;149.0
"Bao";2023-08-08 02:00:00;238.0;149.0;2023;32;-9.0;-5.69620253164557;153.0;168.0
"Bao";2023-08-15 02:00:00;238.0;168.0;2023;33;19.0;12.751677852348994;157.75;173.0
"Bao";2023-08-22 02:00:00;238.0;173.0;2023;34;5.0;2.976190476190476;162.0;188.0
"Bao";2023-08-29 02:00:00;238.0;188.0;2023;35;15.0;8.670520231213873;169.5;172.0
"Bao";2023-09-05 02:00:00;238.0;172.0;2023;36;-16.0;-8.51063829787234;175.25;177.0
"Bao";2023-09-12 02:00:00;238.0;177.0;2023;37;5.0;2.9069767441860463;177.5;179.0
"Bao";2023-09-19 02:00:00;238.0;179.0;2023;38;2.0;1.1299435028248588;179.0;175.0
"Bao";2023-09-26 02:00:00;238.0;175.0;2023;39;-4.0;-2.2346368715083798;175.75;170.0
"Bao";2023-10-03 02:00:00;238.0;170.0;2023;40;-5.0;-2.857142857142857;175.25;162.0
"Bao";2023-10-10 02:00:00;238.0;162.0;2023;41;-8.0;-4.705882352941177;171.5;168.0
"Bao";2023-10-17 02:00:00;238.0;168.0;2023;42;6.0;3.7037037037037033;168.75;157.0
"Bao";2023-10-24 02:00:00;238.0;157.0;2023;43;-11.0;-6.547619047619048;164.25;174.0
"Bao";2023-10-31 01:00:00;238.0;174.0;2023;44;17.0;10.828025477707007;165.25;209.0
"Bao";2023-11-07 01:00:00;238.0;209.0;2023;45;35.0;20.114942528735632;177.0;202.0
"Bao";2023-11-14 01:00:00;238.0;202.0;2023;46;-7.0;-3.349282296650718;185.5;206.0
"Bao";2023-11-21 01:00:00;238.0;206.0;2023;47;4.0;1.9801980198019802;197.75;205.0
"Bao";2023-11-28 01:00:00;238.0;205.0;2023;48;-1.0;-0.48543689320388345;205.5;198.0
"Bao";2023-12-05 01:00:00;238.0;198.0;2023;49;-7.0;-3.414634146341464;202.75;196.0
"Bao";2023-12-12 01:00:00;238.0;196.0;2023;50;-2.0;-1.0101010101010102;201.25;202.0
"Bao";2023-12-19 01:00:00;238.0;202.0;2023;51;6.0;3.061224489795918;200.25;217.0
"Bao";2023-12-26 01:00:00;238.0;217.0;2023;52;15.0;7.425742574257425;203.25;210.0
"Bao";2024-01-02 01:00:00;238.0;210.0;2024;1;-7.0;-3.225806451612903;206.25;209.0
"Bao";2024-01-09 01:00:00;238.0;209.0;2024;2;-1.0;-0.4761904761904762;209.5;209.0
"Bao";2024-01-16 01:00:00;238.0;209.0;2024;3;0.0;0.0;211.25;206.0
"Bao";2024-01-23 01:00:00;238.0;206.0;2024;4;-3.0;-1.4354066985645932;208.5;199.0
"Bao";2024-01-30 01:00:00;238.0;199.0;2024;5;-7.0;-3.3980582524271843;205.75;210.0
"Bao";2024-02-06 01:00:00;238.0;210.0;2024;6;11.0;5.527638190954774;206.0;200.0
"Bao";2024-02-13 01:00:00;238.0;200.0;2024;7;-10.0;-4.761904761904762;203.75;196.0
"Bao";2024-02-20 01:00:00;238.0;196.0;2024;8;-4.0;-2.0;201.25;189.0
"Bao";2024-02-27 01:00:00;238.0;189.0;2024;9;-7.0;-3.571428571428571;198.75;204.0
"Bao";2024-03-05 01:00:00;238.0;204.0;2024;10;15.0;7.936507936507936;197.25;211.0
"Bao";2024-03-12 01:00:00;238.0;211.0;2024;11;7.0;3.431372549019608;200.0;219.0
"Bao";2024-03-19 01:00:00;238.0;219.0;2024;12;8.0;3.7914691943127963;205.75;211.0
"Bao";2024-03-26 01:00:00;238.0;211.0;2024;13;-8.0;-3.65296803652968;211.25;203.0
"Bao";2024-04-02 02:00:00;238.0;203.0;2024;14;-8.0;-3.7914691943127963;211.0;208.0
"Bao";2024-04-09 02:00:00;238.0;208.0;2024;15;5.0;2.4630541871921183;210.25;209.0
"Bao";2024-04-16 02:00:00;238.0;209.0;2024;16;1.0;0.4807692307692308;207.75;205.0
"Bao";2024-04-23 02:00:00;238.0;205.0;2024;17;-4.0;-1.9138755980861244;206.25;222.0
"Bao";2024-04-30 02:00:00;238.0;222.0;2024;18;17.0;8.292682926829269;211.0;228.0
"Bao";2024-05-07 02:00:00;238.0;228.0;2024;19;6.0;2.7027027027027026;216.0;228.0
"Bao";2024-05-14 02:00:00;238.0;228.0;2024;20;0.0;0.0;220.75;229.0
"Bao";2024-05-21 02:00:00;238.0;229.0;2024;21;1.0;0.43859649122807015;226.75;230.0
"Bao";2024-05-28 02:00:00;238.0;230.0;2024;22;1.0;0.43668122270742354;228.75;222.0
"Bao";2024-06-04 02:00:00;238.0;222.0;2024;23;-8.0;-3.4782608695652173;227.25;212.0
"Bao";2024-06-11 02:00:00;238.0;212.0;2024;24;-10.0;-4.504504504504505;223.25;190.0
"Bao";2024-06-18 02:00:00;238.0;190.0;2024;25;-22.0;-10.377358490566039;213.5;178.0
"Bao";2024-06-25 02:00:00;238.0;178.0;2024;26;-12.0;-6.315789473684211;200.5;159.0
"Bao";2024-07-02 02:00:00;238.0;159.0;2024;27;-19.0;-10.674157303370785;184.75;162.0
"Bao";2024-07-09 02:00:00;238.0;162.0;2024;28;3.0;1.8867924528301887;172.25;150
"Bao";2024-07-16 02:00:00;238.0;165.374;2024;29;3.0;1.8867924528301887;172.25;150
"Bao";2024-07-23 02:00:00;238.0;186.258;2024;30;3.0;1.8867924528301887;172.25;150
"Bao";2024-07-30 02:00:00;238.0;;2024;31;3.0;1.8867924528301887;172.25;150
